soma_joinid	citation	collection_id	collection_name	collection_doi	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
693	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/40749067-dfd9-4156-9861-fd5ff636845d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	bdb26abd-f4ba-4ea3-8862-c2340e7a4f55	40749067-dfd9-4156-9861-fd5ff636845d	Supercluster: CGE interneuron	bdb26abd-f4ba-4ea3-8862-c2340e7a4f55.h5ad	227671
694	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/839cae6e-36e9-4aad-a0fd-99ffe8897c56.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	d01c9dff-abd1-4825-bf30-2eb2ba74597e	839cae6e-36e9-4aad-a0fd-99ffe8897c56	Supercluster: Deep layer (non-IT) excitatory neurons	d01c9dff-abd1-4825-bf30-2eb2ba74597e.h5ad	92969
695	Publication: https://doi.org/10.1038/s41586-021-03500-8 Dataset Version: https://datasets.cellxgene.cziscience.com/08b0b254-0b0b-4193-89d9-c3380b203cdd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ae1420fe-6630-46ed-8b3d-cc6056a66467	ae1420fe-6630-46ed-8b3d-cc6056a66467	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	10.1038/s41586-021-03500-8	c88e2a9c-72b8-4a88-a2f6-e428eada0c86	08b0b254-0b0b-4193-89d9-c3380b203cdd	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v2_AIBS	c88e2a9c-72b8-4a88-a2f6-e428eada0c86.h5ad	122641
696	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/9c0d2b9d-a515-4830-b2d7-e4702ed3a04a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	9ff9f9ba-016b-4cbb-8899-45dc20860b8b	9c0d2b9d-a515-4830-b2d7-e4702ed3a04a	L4 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	9ff9f9ba-016b-4cbb-8899-45dc20860b8b.h5ad	76195
697	Publication: https://doi.org/10.1007/s00401-023-02599-5 Dataset Version: https://datasets.cellxgene.cziscience.com/7eed85a3-a0d9-48cb-8ef9-2d3a23050545.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/aee9c366-f2fb-470b-8937-577d5d87d3fc	aee9c366-f2fb-470b-8937-577d5d87d3fc	Cortical brain samples from C9-ALS, C9-ALS/FTD, C9-FTD patients and age matched controls	10.1007/s00401-023-02599-5	0bc7235a-ae5a-479d-a487-510435377e55	7eed85a3-a0d9-48cb-8ef9-2d3a23050545	Occipital cortex samples from C9-ALS, C9-ALS/FTD and age matched control brains	0bc7235a-ae5a-479d-a487-510435377e55.h5ad	120807
698	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/0b3d19b3-df06-4265-9803-82f598e59dba.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	5bdc423a-59e6-457d-aa01-debd2c9c564f	0b3d19b3-df06-4265-9803-82f598e59dba	Dissection: Primary motor cortex (M1)	5bdc423a-59e6-457d-aa01-debd2c9c564f.h5ad	114605
699	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/70669b7f-b7bd-4774-888b-993cf770bb92.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb	70669b7f-b7bd-4774-888b-993cf770bb92	Supercluster: MGE interneuron	e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb.h5ad	222434
700	Publication: https://doi.org/10.1016/j.cell.2022.12.010 Dataset Version: https://datasets.cellxgene.cziscience.com/c92c5b85-61d4-4228-b8fc-24ce4a757b59.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e	31937775-0602-4e52-a799-b6acdd2bac2e	Molecular and spatial signatures of mouse brain aging at single-cell resolution	10.1016/j.cell.2022.12.010	3bbb6cf9-72b9-41be-b568-656de6eb18b5	c92c5b85-61d4-4228-b8fc-24ce4a757b59	BrainAgingSpatialAtlas_snRNAseq	3bbb6cf9-72b9-41be-b568-656de6eb18b5.h5ad	79667
701	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/01afd5b8-21be-4869-a686-1fe94ff6f4d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	f5b0810c-1664-4a62-ad06-be1d9964aa8b	01afd5b8-21be-4869-a686-1fe94ff6f4d8	Dissection: Angular gyrus (AnG)	f5b0810c-1664-4a62-ad06-be1d9964aa8b.h5ad	110752
702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	716a4acc-919e-4326-9672-ebe06ede84e6	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339
703	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/cc8a2e75-ef80-426c-ad06-2e6ae5b2eeed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	40e79234-65e8-45e9-b555-5c663154a108	cc8a2e75-ef80-426c-ad06-2e6ae5b2eeed	Supercluster: Oligodendrocyte	40e79234-65e8-45e9-b555-5c663154a108.h5ad	490246
704	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/8758072b-a407-45aa-b9c4-b55b32030815.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	98e5ea9f-16d6-47ec-a529-686e76515e39	8758072b-a407-45aa-b9c4-b55b32030815	All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	98e5ea9f-16d6-47ec-a529-686e76515e39.h5ad	110824
705	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/cf59a3de-b569-4b4c-aa4c-ff30c4f5fd90.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	e4ddac12-f48f-4455-8e8d-c2a48a683437	cf59a3de-b569-4b4c-aa4c-ff30c4f5fd90	Supercluster: CGE-derived interneurons	e4ddac12-f48f-4455-8e8d-c2a48a683437.h5ad	129495
706	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/b76d37f6-0654-447f-bd1b-477be2c747f9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	97a17473-e2b1-4f31-a544-44a60773e2dd	b76d37f6-0654-447f-bd1b-477be2c747f9	Tabula Sapiens - Epithelial	97a17473-e2b1-4f31-a544-44a60773e2dd.h5ad	104148
707	Publication: https://doi.org/10.1126/science.aay3224 Dataset Version: https://datasets.cellxgene.cziscience.com/6f76d74a-0b8d-4228-9444-9fac6d9b30ac.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/de13e3e2-23b6-40ed-a413-e9e12d7d3910	de13e3e2-23b6-40ed-a413-e9e12d7d3910	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/science.aay3224	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	6f76d74a-0b8d-4228-9444-9fac6d9b30ac	Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7.h5ad	255901
708	Publication: https://doi.org/10.1101/2023.11.07.566105 Dataset Version: https://datasets.cellxgene.cziscience.com/d27a79a1-8a5f-404d-8063-52e19122ef49.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e	4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e	Single cell atlas of the human retina	10.1101/2023.11.07.566105	be41a86a-b606-4b1c-8055-32f334898775	d27a79a1-8a5f-404d-8063-52e19122ef49	scRNA-seq of human retina - all cells	be41a86a-b606-4b1c-8055-32f334898775.h5ad	265767
709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a5d5c529-8a1f-40b5-bda3-35208970070d	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417
710	Publication: https://doi.org/10.1016/j.cell.2021.04.048 Dataset Version: https://datasets.cellxgene.cziscience.com/9bb8be38-d63f-4c8c-bf31-5ba078713315.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813	b0cf0afa-ec40-4d65-b570-ed4ceacc6813	Integrated analysis of multimodal single-cell data	10.1016/j.cell.2021.04.048	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	9bb8be38-d63f-4c8c-bf31-5ba078713315	nygc multimodal pbmc	ed5d841d-6346-47d4-ab2f-7119ad7e3a35.h5ad	161764
711	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/9ec33c56-14a4-4815-b747-34ee38c850e8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	7bb64315-9e5a-41b9-9235-59acf9642a3e	9ec33c56-14a4-4815-b747-34ee38c850e8	UMAP of Cancer Data integration	7bb64315-9e5a-41b9-9235-59acf9642a3e.h5ad	293823
712	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/86752342-bd03-4ed3-9e5a-10fba6312624.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	18e2a8c5-33f7-455e-a58a-b2ba6921db27	86752342-bd03-4ed3-9e5a-10fba6312624	Human Female	18e2a8c5-33f7-455e-a58a-b2ba6921db27.h5ad	213898
713	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/b8af70e1-d7b1-4cca-abab-ba097ed6e55a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	c34e5efb-9ea9-418d-9e90-601eff87dd80	b8af70e1-d7b1-4cca-abab-ba097ed6e55a	Major cell cluster: White blood cells	c34e5efb-9ea9-418d-9e90-601eff87dd80.h5ad	262022
714	Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/fb4de113-1119-47fd-be50-ae3bdcdb5911.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731	4195ab4c-20bd-4cd3-8b3d-65601277e731	A spatially resolved single cell genomic atlas of the adult human breast	10.1038/s41586-023-06252-9	2a7f90de-098a-4a6f-ac07-9e6462792412	fb4de113-1119-47fd-be50-ae3bdcdb5911	scRNA-seq data - epithelial cells	2a7f90de-098a-4a6f-ac07-9e6462792412.h5ad	240804
715	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/76e2eefc-ebb2-4dc7-953a-ffec7029cbf1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	f64e1be1-de15-4d27-8da4-82225cd4c035	76e2eefc-ebb2-4dc7-953a-ffec7029cbf1	Immune cells	f64e1be1-de15-4d27-8da4-82225cd4c035.h5ad	73047
716	Publication: https://doi.org/10.1038/s41586-021-03500-8 Dataset Version: https://datasets.cellxgene.cziscience.com/073342c8-3154-415b-9ce0-82dbcb9a9cbf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ae1420fe-6630-46ed-8b3d-cc6056a66467	ae1420fe-6630-46ed-8b3d-cc6056a66467	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	10.1038/s41586-021-03500-8	a9affc92-a291-4eb9-996f-147392132323	073342c8-3154-415b-9ce0-82dbcb9a9cbf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_Broad	a9affc92-a291-4eb9-996f-147392132323.h5ad	159738
717	Publication: https://doi.org/10.1101/2022.02.18.481097 Dataset Version: https://datasets.cellxgene.cziscience.com/601a3db0-dc37-4f46-b5ac-f2d7241e5c88.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation	10.1101/2022.02.18.481097	79a2344d-eddd-45b1-b376-39eddfab1899	601a3db0-dc37-4f46-b5ac-f2d7241e5c88	Atlas of the developing mouse thalamus	79a2344d-eddd-45b1-b376-39eddfab1899.h5ad	249071
718	Publication: https://doi.org/10.1038/s41586-023-05769-3 Dataset Version: https://datasets.cellxgene.cziscience.com/29fb6af9-e93c-4734-bb33-cf735e0775d4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c	bcb61471-2a44-4d00-a0af-ff085512674c	An atlas of healthy and injured cell states and niches in the human kidney	10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d	29fb6af9-e93c-4734-bb33-cf735e0775d4	Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney	0b75c598-0893-4216-afe8-5414cab7739d.h5ad	304652
719	Publication: https://doi.org/10.1038/s41586-020-2797-4 Dataset Version: https://datasets.cellxgene.cziscience.com/fcc03458-cf50-425f-8b77-d5a80f45118a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72	b52eb423-5d0d-4645-b217-e1c6d38b2e72	Cells of the adult human heart	10.1038/s41586-020-2797-4	d4e69e01-3ba2-4d6b-a15d-e7048f78f22e	fcc03458-cf50-425f-8b77-d5a80f45118a	All — Cells of the adult human heart	d4e69e01-3ba2-4d6b-a15d-e7048f78f22e.h5ad	486134
720	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/c2ea8713-9e2e-49bd-baed-6e660edce697.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	8f10185b-e0b3-46a5-8706-7f1799225d79	c2ea8713-9e2e-49bd-baed-6e660edce697	Bipolar cells in human retina	8f10185b-e0b3-46a5-8706-7f1799225d79.h5ad	53040
721	Publication: https://doi.org/10.1126/science.abl5197 Dataset Version: https://datasets.cellxgene.cziscience.com/b3b8930a-9bd5-4626-b939-d3c8b9447d05.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3	62ef75e4-cbea-454e-a0ce-998ec40223d3	Cross-tissue immune cell analysis reveals tissue-specific features in humans	10.1126/science.abl5197	1b9d8702-5af8-4142-85ed-020eb06ec4f6	b3b8930a-9bd5-4626-b939-d3c8b9447d05	Global	1b9d8702-5af8-4142-85ed-020eb06ec4f6.h5ad	329762
722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054
723	Dataset Version: https://datasets.cellxgene.cziscience.com/b2f1886e-a3aa-4d48-80c9-dcdd44e89e02.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f	0f528c8a-a25c-4840-8fa3-d156fa11086f	An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5)		a12ccb9b-4fbe-457d-8590-ac78053259ef	b2f1886e-a3aa-4d48-80c9-dcdd44e89e02	Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.5)	a12ccb9b-4fbe-457d-8590-ac78053259ef.h5ad	304989
724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	be401db3-d732-408a-b0c4-71af0458b8ab	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462
725	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/dfcf7abd-98be-4260-afcf-fdd461f1d0fa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	04c94a7d-1133-42c9-bb48-c697bd302a8d	dfcf7abd-98be-4260-afcf-fdd461f1d0fa	Pvalb - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	04c94a7d-1133-42c9-bb48-c697bd302a8d.h5ad	109618
726	Publication: https://doi.org/10.1126/science.abo1984 Dataset Version: https://datasets.cellxgene.cziscience.com/34d9c464-6aa2-42d8-972b-9621a1618aa6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	f7995301-7551-4e1d-8396-ffe3c9497ace	34d9c464-6aa2-42d8-972b-9621a1618aa6	DCM/ACM heart cell atlas: Cardiomyocytes	f7995301-7551-4e1d-8396-ffe3c9497ace.h5ad	311418
