soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
1334	Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/9dff3651-e629-4519-aaab-dbd21b6b02b1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d	a96133de-e951-4e2d-ace6-59db8b3bfb1d	HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment	10.1038/s41591-024-03215-z	Klughammer et al. (2024) Nat Med	6c87755e-a671-41a8-9c7e-4e43b850a57b	9dff3651-e629-4519-aaab-dbd21b6b02b1	Fresh samples (single cell)	6c87755e-a671-41a8-9c7e-4e43b850a57b.h5ad	157531
1335	Publication: https://doi.org/10.1016/j.cell.2023.11.026 Dataset Version: https://datasets.cellxgene.cziscience.com/67f87c51-49b5-4904-a939-e5b2127f699c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc	854c0855-23ad-4362-8b77-6b1639e7a9fc	Automatic cell-type harmonization and integration across Human Cell Atlas datasets	10.1016/j.cell.2023.11.026	Xu et al. (2023) Cell	cbec7853-d996-4493-bbf8-5d82857a4e51	67f87c51-49b5-4904-a939-e5b2127f699c	Intestine	cbec7853-d996-4493-bbf8-5d82857a4e51.h5ad	263275
1336	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/e79c6854-f003-43e1-a598-bd31477eaacb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	b64ba72d-addb-4129-a572-c001699a0747	e79c6854-f003-43e1-a598-bd31477eaacb	Major cell cluster: Neural crest (PNS neurons)	b64ba72d-addb-4129-a572-c001699a0747.h5ad	103999
1337	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/1af4796a-2559-4262-be95-7284f5e98412.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	0ed60482-a34f-4268-b576-d69cc30210f6	1af4796a-2559-4262-be95-7284f5e98412	Lamp5 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	0ed60482-a34f-4268-b576-d69cc30210f6.h5ad	52828
1338	Publication: https://doi.org/10.1101/2024.12.01.626279 Dataset Version: https://datasets.cellxgene.cziscience.com/1ef93ccc-8bed-4693-8bcc-744dbcdb34ed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/065ad318-59fd-4f8c-b4b1-66caa7665409	065ad318-59fd-4f8c-b4b1-66caa7665409	Human Oral and Craniofacial Cell Atlas	10.1101/2024.12.01.626279	Fernandes Matuck et al. (2024) bioRxiv	cb252df6-6e49-4553-abd1-495a00006fb1	1ef93ccc-8bed-4693-8bcc-744dbcdb34ed	Oral and Craniofacial Atlas	cb252df6-6e49-4553-abd1-495a00006fb1.h5ad	246103
1339	Publication: https://doi.org/10.1126/science.adf2359 Dataset Version: https://datasets.cellxgene.cziscience.com/8734931c-fd2c-4af3-9d89-32a8cb4ce7a4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35928d1c-36fc-4f93-9a8d-0b921ab41745	35928d1c-36fc-4f93-9a8d-0b921ab41745	HVS: Human variation study	10.1126/science.adf2359	Johansen et al. (2023) Science	1a974af7-8b4b-4abb-8aba-23e2979d9518	8734931c-fd2c-4af3-9d89-32a8cb4ce7a4	L6IT - neocortex: Human variation study (HVS)	1a974af7-8b4b-4abb-8aba-23e2979d9518.h5ad	16668
1340	Publication: https://doi.org/10.1038/s41586-023-06806-x Dataset Version: https://datasets.cellxgene.cziscience.com/6d0d9779-f66b-4297-9bbd-4f232651fb99.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4fefa187-5d14-4f1e-915b-c892ed320aab	4fefa187-5d14-4f1e-915b-c892ed320aab	A human embryonic limb cell atlas resolved in space and time	10.1038/s41586-023-06806-x	Zhang et al. (2023) Nature	e595c979-c2de-4dad-8c02-8334a8e56de6	6d0d9779-f66b-4297-9bbd-4f232651fb99	human_limb_scRNAseq	e595c979-c2de-4dad-8c02-8334a8e56de6.h5ad	125955
1341	Publication: https://doi.org/10.1038/s41586-023-05769-3 Dataset Version: https://datasets.cellxgene.cziscience.com/606b7075-7520-4933-9376-5418ae9759f5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c	bcb61471-2a44-4d00-a0af-ff085512674c	An atlas of healthy and injured cell states and niches in the human kidney	10.1038/s41586-023-05769-3	Lake et al. (2023) Nature	07854d9c-5375-4a9b-ac34-fa919d3c3686	606b7075-7520-4933-9376-5418ae9759f5	Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0)	07854d9c-5375-4a9b-ac34-fa919d3c3686.h5ad	172847
1342	Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/bf28d870-0750-443d-bb54-ec664b8f40c3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08	f7cecffa-00b4-4560-a29a-8ad626b8ee08	Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer	10.1016/j.ccell.2022.11.001	Li et al. (2022) Cancer Cell	5af90777-6760-4003-9dba-8f945fec6fdf	bf28d870-0750-443d-bb54-ec664b8f40c3	Single-cell transcriptomic datasets of Renal cell carcinoma patients	5af90777-6760-4003-9dba-8f945fec6fdf.h5ad	270855
1343	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/a37f85f1-4ef4-4d8f-8a65-63e45441b006.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	de104f7e-14fa-4795-bd19-b5ee2c1563e0	a37f85f1-4ef4-4d8f-8a65-63e45441b006	L6 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	de104f7e-14fa-4795-bd19-b5ee2c1563e0.h5ad	40269
1344	Dataset Version: https://datasets.cellxgene.cziscience.com/38f86e54-4985-47ab-aa32-33c04fafba3c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/6b701826-37bb-4356-9792-ff41fc4c3161	6b701826-37bb-4356-9792-ff41fc4c3161	Abdominal White Adipose Tissue			9d8e5dca-03a3-457d-b7fb-844c75735c83	38f86e54-4985-47ab-aa32-33c04fafba3c	22 integrated samples	9d8e5dca-03a3-457d-b7fb-844c75735c83.h5ad	72335
1345	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/480b1fbb-2ee2-40e7-8df2-8682e46d9346.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	c202b243-1aa1-4b16-bc9a-b36241f3b1e3	480b1fbb-2ee2-40e7-8df2-8682e46d9346	Supercluster: Amygdala excitatory	c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad	109452
1346	Publication: https://doi.org/10.1016/j.xcrm.2024.101556 Dataset Version: https://datasets.cellxgene.cziscience.com/e67f1a92-0371-4657-b15e-a4934f9ab733.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8c782494-01ed-491b-97b9-6f0d3b76c676	8c782494-01ed-491b-97b9-6f0d3b76c676	Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease	10.1016/j.xcrm.2024.101556	Linna-Kuosmanen et al. (2024) Cell Reports Medicine	8f4f8502-9170-4ac2-9707-3b6985ebfe5f	e67f1a92-0371-4657-b15e-a4934f9ab733	Carebank	8f4f8502-9170-4ac2-9707-3b6985ebfe5f.h5ad	220243
1347	Publication: https://doi.org/10.1016/j.cell.2023.11.026 Dataset Version: https://datasets.cellxgene.cziscience.com/03107eab-699e-4c39-977c-25d685345a33.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc	854c0855-23ad-4362-8b77-6b1639e7a9fc	Automatic cell-type harmonization and integration across Human Cell Atlas datasets	10.1016/j.cell.2023.11.026	Xu et al. (2023) Cell	1d89d081-f43d-401a-be76-bd6ef9259f4e	03107eab-699e-4c39-977c-25d685345a33	Liver	1d89d081-f43d-401a-be76-bd6ef9259f4e.h5ad	259678
1348	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/c3cf4de8-3362-4181-b696-b6d162b94aee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	8785f5ab-7d97-4b0d-9c56-636c63e151ab	c3cf4de8-3362-4181-b696-b6d162b94aee	Major cell cluster: Neural crest (PNS glia)	8785f5ab-7d97-4b0d-9c56-636c63e151ab.h5ad	126743
1349	Dataset Version: https://datasets.cellxgene.cziscience.com/e4ac88b4-5eec-4519-900b-2482b19ef65b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5542eeb0-96ef-4ab9-95ea-eb6abc178461	5542eeb0-96ef-4ab9-95ea-eb6abc178461	Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS			4a5b00e0-1ba3-4fd4-af89-d3512eb20720	e4ac88b4-5eec-4519-900b-2482b19ef65b	human cHSPCs - Ultima	4a5b00e0-1ba3-4fd4-af89-d3512eb20720.h5ad	516121
1350	Publication: https://doi.org/10.1038/s41591-021-01586-1 Dataset Version: https://datasets.cellxgene.cziscience.com/357f844d-85fd-4827-b3a3-cf6f66e1abed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7651ac1a-f947-463a-9223-a9e408a41989	7651ac1a-f947-463a-9223-a9e408a41989	Insulin is expressed by enteroendocrine cells during human fetal development	10.1038/s41591-021-01586-1	Egozi et al. (2021) Nat Med	3f32121d-126b-4e8d-9f69-d86502d2a1b1	357f844d-85fd-4827-b3a3-cf6f66e1abed	fetal and neonatal human small intestine cells	3f32121d-126b-4e8d-9f69-d86502d2a1b1.h5ad	36359
1351	Publication: https://doi.org/10.1016/j.jcmgh.2022.02.007 Dataset Version: https://datasets.cellxgene.cziscience.com/d9a99b4a-3755-47c4-8eb5-09821ffbde17.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b	64b24fda-6591-4ce1-89e7-33eb6c43ad7b	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	10.1016/j.jcmgh.2022.02.007	Burclaff et al. (2022) Cellular and Molecular Gastroenterology and Hepatology	019c7af2-c827-4454-9970-44d5e39ce068	d9a99b4a-3755-47c4-8eb5-09821ffbde17	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	019c7af2-c827-4454-9970-44d5e39ce068.h5ad	12590
1352	Publication: https://doi.org/10.1126/science.adf1226 Dataset Version: https://datasets.cellxgene.cziscience.com/2f25319f-12ee-4bd5-a587-08157da300c6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077	4d8fed08-2d6d-4692-b5ea-464f1d072077	Comprehensive cell atlas of the first-trimester developing human brain	10.1126/science.adf1226	Braun et al. (2023) Science	bfbd9097-65a2-4019-aff3-f875aca51952	2f25319f-12ee-4bd5-a587-08157da300c6	Midbrain	bfbd9097-65a2-4019-aff3-f875aca51952.h5ad	256434
1353	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/bedb6364-f5a7-4a78-aed3-eb98d292155d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	Chan et al. (2021) Cancer Cell	486486d4-9462-43e5-9249-eb43fa5a49a6	bedb6364-f5a7-4a78-aed3-eb98d292155d	T cells	486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad	46140
1354	Publication: https://doi.org/10.1016/j.cell.2021.02.018 Dataset Version: https://datasets.cellxgene.cziscience.com/256494bc-4300-439b-adaa-9fe03bfdebad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0	ed9185e3-5b82-40c7-9824-b2141590c7f0	Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19	10.1016/j.cell.2021.02.018	Liu et al. (2021) Cell	21d3e683-80a4-4d9b-bc89-ebb2df513dde	256494bc-4300-439b-adaa-9fe03bfdebad	Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells	21d3e683-80a4-4d9b-bc89-ebb2df513dde.h5ad	246964
1355	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/6d8a7e97-ede3-47bc-8ba6-d5dd638bd9fc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	0ced5e76-6040-47ff-8a72-93847965afc0	6d8a7e97-ede3-47bc-8ba6-d5dd638bd9fc	Tabula Sapiens - Thymus	0ced5e76-6040-47ff-8a72-93847965afc0.h5ad	42729
1356	Publication: https://doi.org/10.1038/s41586-021-03929-x Dataset Version: https://datasets.cellxgene.cziscience.com/94148a4b-8a7d-4052-8f4b-734fc530a924.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/793fdaec-5067-428a-a9db-ecefe135c945	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	Jardine et al. (2021) Nature	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	94148a4b-8a7d-4052-8f4b-734fc530a924	Fetal Bone Marrow (10x)	1a2e3350-28a8-4f49-b33c-5b67ceb001f6.h5ad	103228
1357	Publication: https://doi.org/10.1126/science.adf2359 Dataset Version: https://datasets.cellxgene.cziscience.com/38bb351a-0e6f-4c99-9be9-80eec49c7491.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35928d1c-36fc-4f93-9a8d-0b921ab41745	35928d1c-36fc-4f93-9a8d-0b921ab41745	HVS: Human variation study	10.1126/science.adf2359	Johansen et al. (2023) Science	4e374783-0152-423e-bcb6-b87cc232f64d	38bb351a-0e6f-4c99-9be9-80eec49c7491	Pvalb - neocortex: Human variation study (HVS)	4e374783-0152-423e-bcb6-b87cc232f64d.h5ad	19711
1358	Publication: https://doi.org/10.1126/science.abl5197 Dataset Version: https://datasets.cellxgene.cziscience.com/6eec2df9-9d6f-4082-bd7a-b9632b47ac0e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3	62ef75e4-cbea-454e-a0ce-998ec40223d3	Cross-tissue immune cell analysis reveals tissue-specific features in humans	10.1126/science.abl5197	Domínguez Conde et al. (2022) Science	ae29ebd0-1973-40a4-a6af-d15a5f77a80f	6eec2df9-9d6f-4082-bd7a-b9632b47ac0e	T & innate lymphoid cells	ae29ebd0-1973-40a4-a6af-d15a5f77a80f.h5ad	216611
1359	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/d92fa234-9288-4acb-9d66-bf13a9a65b94.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	Jin et al. (2021) iScience	96a3f64b-0ee9-40d8-91e9-813ce38261c9	d92fa234-9288-4acb-9d66-bf13a9a65b94	COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	96a3f64b-0ee9-40d8-91e9-813ce38261c9.h5ad	239696
1360	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/344cf160-fc78-4823-8edb-3e23877d987b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	f01bdd17-4902-40f5-86e3-240d66dd2587	344cf160-fc78-4823-8edb-3e23877d987b	Tabula Sapiens - Salivary_Gland	f01bdd17-4902-40f5-86e3-240d66dd2587.h5ad	39821
1361	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/edeaa9a9-1711-4bc4-9271-90b168241672.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	a357414d-2042-4eb5-95f0-c58604a18bdd	edeaa9a9-1711-4bc4-9271-90b168241672	Tabula Sapiens - Small_Intestine	a357414d-2042-4eb5-95f0-c58604a18bdd.h5ad	42036
1362	Dataset Version: https://datasets.cellxgene.cziscience.com/165c0d27-0a02-4208-b150-1138bc07b12b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3c4f0970-7614-43de-beb7-6128b3cb74ed	3c4f0970-7614-43de-beb7-6128b3cb74ed	Human and mouse dermal fibroblast atlas			a19d1667-a7b5-4556-9e5f-f9bfa690c0f1	165c0d27-0a02-4208-b150-1138bc07b12b	Human dermal fibroblast atlas	a19d1667-a7b5-4556-9e5f-f9bfa690c0f1.h5ad	108440
1363	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/6ab9504b-bd2b-4721-8005-a9bbe475a81c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	74d584f0-74fc-482e-b944-e76f29c1ab85	6ab9504b-bd2b-4721-8005-a9bbe475a81c	Astrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	74d584f0-74fc-482e-b944-e76f29c1ab85.h5ad	82936
1364	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/803deeea-fc66-4a0b-8067-0e288a836378.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	Wu et al. (2021) Nat Genet	24dbd26d-1a3a-4a0c-a4e9-3d95f373217f	803deeea-fc66-4a0b-8067-0e288a836378	1160920F	24dbd26d-1a3a-4a0c-a4e9-3d95f373217f.h5ad	4992
1365	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/dc6fb4e8-e5e5-4587-a8da-28d7ea91206b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	Suo et al. (2022) Science	aa633105-e8e5-4dcc-b72d-6da6c191b3e9	dc6fb4e8-e5e5-4587-a8da-28d7ea91206b	NK/T cells	aa633105-e8e5-4dcc-b72d-6da6c191b3e9.h5ad	172175
1366	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/5f13bc1e-7587-4d92-8c87-b6b1513ec1cb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	bb78adbb-1428-4468-bad0-63602bb974e9	5f13bc1e-7587-4d92-8c87-b6b1513ec1cb	Tabula Sapiens - Ovary	bb78adbb-1428-4468-bad0-63602bb974e9.h5ad	48951
